DATA;Livello invaso                              (m s.l.m.);Volume invaso                             (m3);Pioggia Ridracoli                        (mm);Apporto mc/giorno;Prelievi m3/giorno
15/3/2016;557,33;33093334;0,0;284866,3296;-326192,3296
16/3/2016;557,29;33052008;4,4;272631,4848;-282957,4848
17/3/2016;557,28;33041682;15,2;396738,3456;-334749,3456
18/3/2016;557,34;33103671;0,0;265895,6544;-286567,6544
19/3/2016;557,32;33082999;0,2;313329,2544;-323661,2544
20/3/2016;557,31;33072667;2,4;280758,7872;-301417,7872
21/3/2016;557,29;33052008;2,6;301165,344;-290837,344
22/3/2016;557,3;33062336;4,8;343374,4224;-291700,4224
23/3/2016;557,35;33114010;3,0;309871,872;-351214,872
24/3/2016;557,31;33072667;0,0;250441,2864;-302072,2864
25/3/2016;557,26;33021036;0,0;226451,808;-205805,808
26/3/2016;557,28;33041682;0,0;206395,9488;-196069,9488
27/3/2016;557,29;33052008;2,4;194881,248;-153555,248
28/3/2016;557,33;33093334;3,8;267565,5072;-257228,5072
29/3/2016;557,34;33103671;0,0;126865,008;-209500,008
30/3/2016;557,26;33021036;0,0;131064,9984;-172329,9984
31/3/2016;557,22;32979771;0,0;215865,1296;-174600,1296
1/4/2016;557,26;33021036;0,0;214222,2336;-193576,2336
2/4/2016;557,28;33041682;0,0;194255,8848;-183929,8848
3/4/2016;557,29;33052008;0,0;175049,6832;-185375,6832
4/4/2016;557,28;33041682;0,0;162233,4528;-193198,4528
5/4/2016;557,25;33010717;0,0;139074,1056;-190640,1056
6/4/2016;557,2;32959151;0,0;135891,216;-177105,216
7/4/2016;557,16;32917937;0,2;136820,2752;-188288,2752
8/4/2016;557,11;32866469;8,8;149430,528;-190567,528
9/4/2016;557,07;32825332;0,0;114669,3024;-186575,3024
10/4/2016;557;32753426;0,0;105878,5344;-198173,5344
11/4/2016;556,91;32661131;0,0;93944,2752;-165609,2752
12/4/2016;556,84;32589466;0,0;81753,3216;-163528,3216
13/4/2016;556,76;32507691;0,0;92306,4768;-173943,4768
14/4/2016;556,68;32426054;0,0;71889,41376;-163568,4138
15/4/2016;556,59;32334375;0,0;65675,81952;-167336,8195
16/4/2016;556,49;32232714;0,0;78250,97664;-189831,9766
17/4/2016;556,38;32121133;0,0;55542,91392;-166865,9139
18/4/2016;556,27;32009810;0,0;50877,7632;-151856,7632
19/4/2016;556,17;31908831;0,6;63498,15936;-164263,1594
20/4/2016;556,07;31808066;0,2;43698,9168;-174376,9168
21/4/2016;555,94;31677388;0,0;53739,75456;-154016,7546
22/4/2016;555,84;31577111;0,0;55519,6464;-185563,6464
23/4/2016;555,71;31447067;0,4;50116,48416;-139936,4842
24/4/2016;555,62;31357247;27,8;99040,2336;-89068,2336
25/4/2016;555,63;31367219;14,8;235779,3792;-215830,3792
26/4/2016;555,65;31387168;0,0;128777,904;-178635,904
27/4/2016;555,6;31337310;0,0;84112,62912;-153824,6291
28/4/2016;555,53;31267598;6,2;102279,5424;-161949,5424
29/4/2016;555,47;31207928;0,0;90072,5184;-169515,5184
30/4/2016;555,39;31128485;7,6;87670,512;-117426,512
1/5/2016;555,36;31098729;5,8;275020,8768;-46404,8768
2/5/2016;555,59;31327345;58,0;1497450,24;-61103,24
3/5/2016;557,01;32763692;3,4;704568,7584;-333566,7584
4/5/2016;557,37;33134694;0,6;274561,6608;-315921,6608
5/5/2016;557,33;33093334;0,0;166600,4544;-187267,4544
6/5/2016;557,31;33072667;0,2;161946;-192931
7/5/2016;557,28;33041682;0,0;165053,376;-206336,376
8/5/2016;557,24;33000399;4,0;141934,8096;-172873,8096
9/5/2016;557,21;32969460;0,0;121617,072;-173140,072
10/5/2016;557,16;32917937;0,2;120560,832;-202884,832
11/5/2016;557,08;32835613;0,4;106550,5536;-137386,5536
12/5/2016;557,05;32804777;13,6;197329,9104;-197329,9104
13/5/2016;557,05;32804777;6,0;155520,6048;-155520,6048
14/5/2016;557,05;32804777;3,4;237465,4752;-206629,4752
15/5/2016;557,08;32835613;8,0;253481,5296;-140250,5296
16/5/2016;557,19;32948844;2,8;285248,3904;-213056,3904
17/5/2016;557,26;33021036;0,2;191958,8544;-202277,8544
18/5/2016;557,25;33010717;0,2;148763,0016;-200329,0016
19/5/2016;557,2;32959151;18,0;170507,808;-139574,808
20/5/2016;557,23;32990084;6,6;237977,136;-196703,136
21/5/2016;557,27;33031358;0,2;185110,272;-216069,272
22/5/2016;557,24;33000399;0,2;137701,3824;-178949,3824
23/5/2016;557,2;32959151;8,4;128858,7744;-180370,7744
24/5/2016;557,15;32907639;3,4;132972,3648;-215279,3648
25/5/2016;557,07;32825332;0,0;93556,512;-185987,512
26/5/2016;556,98;32732901;0,0;87499,1808;-210469,1808
27/5/2016;556,86;32609931;0,0;73070,19936;-195732,1994
28/5/2016;556,74;32487269;0,0;68831,24256;-201367,2426
29/5/2016;556,61;32354733;10,4;127661,4432;-148019,4432
30/5/2016;556,59;32334375;0,0;84168,64224;-195983,6422
31/5/2016;556,48;32222560;0,2;71218,68192;-172645,6819
1/6/2016;556,38;32121133;0,4;65550,76416;-146538,7642
2/6/2016;556,3;32040145;5,4;76626,216;-167574,216
3/6/2016;556,21;31949197;0,0;49163,544;-160087,544
4/6/2016;556,1;31838273;0,0;36465,0768;-147132,0768
5/6/2016;555,99;31727606;1,8;62699,97888;-163082,9789
6/6/2016;555,89;31627223;5,2;79946,66304;-160100,663
7/6/2016;555,81;31547069;0,2;56834,08416;-146845,0842
8/6/2016;555,72;31457058;3,2;80769,95136;-150659,9514
9/6/2016;555,65;31387168;10,0;78109,19424;-147895,1942
10/6/2016;555,58;31317382;0,4;67692,74976;-127426,7498
11/6/2016;555,52;31257648;3,4;84603,99456;-193918,9946
12/6/2016;555,41;31148333;16,2;192879,1008;-33791,1008
13/6/2016;555,57;31307421;2,6;269296,6176;-249372,6176
14/6/2016;555,59;31327345;1,4;120394,944;-180141,944
15/6/2016;555,53;31267598;0,0;101132,1504;-170740,1504
16/6/2016;555,46;31197990;0,0;77212,36224;-176473,3622
17/6/2016;555,36;31098729;5,2;56846,09376;-155897,0938
18/6/2016;555,26;30999678;0,0;52493,97888;-190809,9789
19/6/2016;555,12;30861362;1,6;43719,01344;-152107,0134
20/6/2016;555,01;30752974;2,6;58799,68416;-147291,6842
21/6/2016;554,92;30664482;0,0;26895,9312;-154417,9312
22/6/2016;554,79;30536960;0,0;40326,58656;-187026,5866
23/6/2016;554,64;30390260;0,0;53952,048;-200181,048
24/6/2016;554,49;30244031;0,2;14218,23456;-169678,2346
25/6/2016;554,33;30088571;0,6;37139,66208;-182398,6621
26/6/2016;554,18;29943312;0,0;25323,64128;-170113,6413
27/6/2016;554,03;29798522;0,0;22171,38912;-176099,3891
28/6/2016;553,87;29644594;0,0;26242,66944;-189209,6694
29/6/2016;553,7;29481627;0,0;16975,85472;-160272,8547
30/6/2016;553,55;29338330;0,0;18180,4608;-161012,4608
1/7/2016;553,4;29195498;0,4;-6087,979008;-174167,021
2/7/2016;553,21;29015243;0,0;10856,71296;-180938,713
3/7/2016;553,03;28845161;0,0;7861,86;-186670,86
4/7/2016;552,84;28666352;0,0;6517,461312;-175232,4613
5/7/2016;552,66;28497637;0,0;11123,41248;-179175,4125
6/7/2016;552,48;28329585;24,4;28061,09568;-195452,0957
7/7/2016;552,3;28162194;0,2;-6288,84864;-141949,1514
8/7/2016;552,14;28013956;0,0;10579,70592;-185936,7059
9/7/2016;551,95;27838599;0,0;1324,551744;-185119,5517
10/7/2016;551,75;27654804;0,0;11441,36448;-176164,3645
11/7/2016;551,57;27490081;0,0;6009,463872;-188267,4639
12/7/2016;551,37;27307823;0,0;-556,46784;-180895,5322
13/7/2016;551,17;27126371;0,0;645,866784;-181293,8668
14/7/2016;550,97;26945723;0,0;-5876,583264;-111114,4167
15/7/2016;550,84;26828732;56,0;169528,896;-196478,896
16/7/2016;550,81;26801782;0,0;16658,62848;-160086,6285
17/7/2016;550,65;26658354;0,0;1711,3032;-153543,3032
18/7/2016;550,48;26506522;0,0;17750,12832;-186762,1283
19/7/2016;550,29;26337510;0,0;1310,915232;-160765,9152
20/7/2016;550,11;26178055;0,0;1817,81712;-151823,8171
21/7/2016;549,94;26028049;0,0;1760,2488;-177504,2488
22/7/2016;549,74;25852305;0,0;27388,03968;-167414,0397
23/7/2016;549,58;25712279;0,4;-543,8579328;-156381,1421
24/7/2016;549,4;25555354;1,4;3657,996288;-125269,9963
25/7/2016;549,26;25433742;0,4;9123,60672;-173552,6067
26/7/2016;549,07;25269313;0,2;1692,797184;-148213,7972
27/7/2016;548,9;25122792;6,6;27933,56928;-156746,5693
28/7/2016;548,75;24993979;0,2;4507,784352;-149964,7844
29/7/2016;548,58;24848522;0,0;15069,07584;-176972,0758
30/7/2016;548,39;24686619;0,0;-5992,277184;-146742,7228
31/7/2016;548,21;24533884;0,0;6675,349536;-167212,3495
1/8/2016;548,02;24373347;0,0;2290,12704;-162129,127
2/8/2016;547,83;24213508;0,0;-5125,024224;-145656,9758
3/8/2016;547,65;24062726;0,0;7198,144704;-174002,1447
4/8/2016;547,45;23895922;0,0;420,6231936;-166455,6232
5/8/2016;547,25;23729887;2,2;1841,357664;-167109,3577
6/8/2016;547,05;23564619;0,2;2061,211104;-158356,2111
7/8/2016;546,86;23408324;0,0;-3761,62704;-143672,373
8/8/2016;546,68;23260890;0,0;-696,3746688;-170529,6253
9/8/2016;546,47;23089664;0,0;7904,755008;-162100,755
10/8/2016;546,28;22935468;0,0;-358,6339584;-169274,366
11/8/2016;546,07;22765835;1,4;-1660,371264;-143074,6287
12/8/2016;545,89;22621100;0,0;-3710,74608;-172358,2539
13/8/2016;545,67;22445031;0,0;762,440256;-160035,4403
14/8/2016;545,47;22285758;0,0;3654,281952;-170083,282
15/8/2016;545,26;22119329;0,0;2924,38944;-160660,3894
16/8/2016;545,06;21961593;0,0;-1174,857696;-179299,1423
17/8/2016;544,83;21781119;0,0;-8822,97792;-170666,0221
18/8/2016;544,6;21601630;0,0;4225,287456;-174991,2875
19/8/2016;544,38;21430864;0,0;2645,797824;-180216,7978
20/8/2016;544,15;21253293;0,0;-3130,555392;-173464,4446
21/8/2016;543,92;21076698;0,0;-4465,874304;-155923,1257
22/8/2016;543,71;20916309;1,0;4226,607648;-171384,6076
23/8/2016;543,49;20749151;0,0;-12660,94368;-153612,0563
24/8/2016;543,27;20582878;0,0;3749,70816;-176635,7082
25/8/2016;543,04;20409992;0,0;-288,9949536;-179088,005
26/8/2016;542,8;20230615;0,0;-4532,710752;-166389,2892
27/8/2016;542,57;20059693;0,0;2708,79552;-172674,7955
28/8/2016;542,34;19889727;0,0;1413,811584;-177752,8116
29/8/2016;542,1;19713388;0,0;-6213,151872;-161805,8481
30/8/2016;541,87;19545369;0,0;-5128,95888;-154699,0411
31/8/2016;541,65;19385541;1,6;-6778,181088;-166592,8189
1/9/2016;541,41;19212170;0,0;16543,17216;-188888,1722
2/9/2016;541,17;19039825;0,0;-12407,70528;-151796,2947
3/9/2016;540,94;18875621;0,0;-833,1049152;-169510,8951
4/9/2016;540,7;18705277;0,0;4167,870336;-159424,8703
5/9/2016;540,48;18550020;0,0;-7760,039328;-153642,9607
6/9/2016;540,25;18388617;16,6;10764,41184;-129465,4118
7/9/2016;540,08;18269916;21,0;28166,40864;-167167,4086
8/9/2016;539,88;18130915;0,2;6597,302688;-165584,3027
9/9/2016;539,65;17971928;0,0;-6373,851552;-144840,1484
10/9/2016;539,43;17820714;0,2;512,0689536;-164515,069
11/9/2016;539,19;17656711;0,6;8606,2608;-158067,2608
12/9/2016;538,97;17507250;0,2;-5709,763872;-149652,2361
13/9/2016;538,74;17351888;1,4;-1654,88832;-132702,1117
14/9/2016;538,54;17217531;2,0;11052,79776;-171377,7978
15/9/2016;538,3;17057206;10,0;5693,97168;-138544,9717
16/9/2016;538,1;16924355;60,2;220488,048;-127564,048
17/9/2016;538,24;17017279;1,4;50866,41888;-196740,4189
18/9/2016;538,02;16871405;2,2;16184,56896;-154659,569
19/9/2016;537,81;16732930;0,8;4414,496544;-148679,4965
20/9/2016;537,59;16588665;0,0;10724,55552;-167171,5555
21/9/2016;537,35;16432218;12,0;11978,496;-128675,496
22/9/2016;537,17;16315521;0,0;19152,57312;-167472,5731
23/9/2016;536,94;16167201;0,2;5850,914688;-146891,9147
24/9/2016;536,72;16026160;0,0;4422,936096;-157361,9361
25/9/2016;536,48;15873221;0,2;2722,133952;-154702,134
26/9/2016;536,24;15721241;0,0;452,2195008;-145201,2195
27/9/2016;536,01;15576492;0,2;-2072,44224;-148036,5578
28/9/2016;535,77;15426383;0,0;-2536,273728;-146621,7263
29/9/2016;535,53;15277225;0,0;3163,525632;-157529,5256
30/9/2016;535,28;15122859;0,0;5981,730336;-159322,7303
1/10/2016;535,03;14969518;9,4;3123,641664;-118979,6417
2/10/2016;534,84;14853662;13,0;76530,03552;-167580,0355
3/10/2016;534,69;14762612;2,0;8031,102912;-140910,1029
4/10/2016;534,47;14629733;0,2;16479,46944;-166527,4694
5/10/2016;534,22;14479685;0,2;-947,290464;-142147,7095
6/10/2016;533,98;14336590;1,0;4392,84384;-134749,8438
7/10/2016;533,76;14206233;5,8;16060,1184;-157383,1184
8/10/2016;533,52;14064910;9,4;25265,78784;-130652,7878
9/10/2016;533,34;13959523;5,8;33228,81792;-138099,8179
10/10/2016;533,16;13854652;6,2;61400,71296;-142610,713
11/10/2016;533,02;13773442;7,0;48342,53664;-146536,5366
12/10/2016;532,85;13675248;0,2;36804,03264;-146009,0326
13/10/2016;532,66;13566043;3,0;21583,56672;-147319,5667
14/10/2016;532,44;13440307;42,4;229696,7328;51396,2672
15/10/2016;532,93;13721400;0,2;331745,8464;-331745,8464
16/10/2016;532,93;13721400;0,2;74722,45248;-155422,4525
17/10/2016;532,79;13640700;0,2;37792,55232;-146817,5523
18/10/2016;532,6;13531675;0,4;27777,79872;-153305,7987
19/10/2016;532,38;13406147;0,8;27979,42176;-152746,4218
20/10/2016;532,16;13281380;0,6;16378,31232;-123521,3123
21/10/2016;531,97;13174237;14,0;102176,64;-147120,64
22/10/2016;531,89;13129293;0,2;51096,8304;-146271,8304
23/10/2016;531,72;13034118;0,0;39943,29888;-151337,2989
24/10/2016;531,52;12922724;0,6;24310,83456;-140606,8346
25/10/2016;531,31;12806428;0,2;32865,14304;-153966,143
26/10/2016;531,09;12685327;18,6;25248,9744;13202,0256
27/10/2016;531,16;12723778;2,4;331631,9712;-254502,9712
28/10/2016;531,3;12800907;0,0;97551,0432;-152674,0432
29/10/2016;531,2;12745784;0,2;65972,59488;-137402,5949
30/10/2016;531,07;12674354;0,0;42638,1408;-124733,1408
31/10/2016;530,92;12592259;0,0;39775,86432;-126961,8643
1/11/2016;530,76;12505073;0,2;30415,25376;-133439,2538
2/11/2016;530,57;12402049;1,4;26708,73696;-118418,737
3/11/2016;530,4;12310339;1,0;22768,81056;-114038,8106
4/11/2016;530,23;12219069;0,0;30746,62368;-132232,6237
5/11/2016;530,04;12117583;25,6;175591,8432;359253,1568
6/11/2016;531,03;12652428;70,8;1899374,4;-262705,4
7/11/2016;533,9;14289097;0,0;656045,6544;-369543,6544
8/11/2016;534,38;14575599;0,0;218238,9696;-176145,9696
9/11/2016;534,45;14617692;3,6;129671,0208;-111608,0208
10/11/2016;534,48;14635755;0,2;123675,552;-123675,552
11/11/2016;534,48;14635755;40,8;767885,616;229387,384
12/11/2016;536,1;15633028;15,6;952806,24;-360701,24
13/11/2016;537,03;16225133;0,0;380397,5136;-173312,5136
14/11/2016;537,35;16432218;1,6;276772,2048;-139935,2048
15/11/2016;537,56;16569055;0,0;238794,48;-140596,48
16/11/2016;537,71;16667253;0,0;173564,8128;-121036,8128
17/11/2016;537,79;16719781;0,0;145949,2128;-119644,2128
18/11/2016;537,83;16746086;16,6;353328,3936;165063,6064
19/11/2016;538,61;17264478;28,4;1689019,776;-177367,776
20/11/2016;540,8;18776130;0,8;652620,0672;-259762,0672
21/11/2016;541,35;19168988;1,2;387974,7072;-156927,7072
22/11/2016;541,67;19400035;0,0;280723,6224;-135389,6224
23/11/2016;541,87;19545369;0,6;211410,0864;-123866,0864
24/11/2016;541,99;19632913;0,2;174742,5312;-123556,5312
25/11/2016;542,06;19684099;5,4;164002,2336;-105395,2336
26/11/2016;542,14;19742706;0,2;145570,6944;-130900,6944
27/11/2016;542,16;19757376;0,2;112447,008;-112447,008
28/11/2016;542,16;19757376;4,4;110307,744;-117643,744
29/11/2016;542,15;19750040;0,0;99546,7104;-106880,7104
30/11/2016;542,14;19742706;0,0;94178,4192;-108840,4192
1/12/2016;542,12;19728044;0,0;86011,46784;-107992,4678
2/12/2016;542,09;19706063;0,0;85007,25792;-136231,2579
3/12/2016;542,02;19654839;0,0;70740,9504;-114577,9504
4/12/2016;541,96;19611002;0,0;80119,0656;-123891,0656
5/12/2016;541,9;19567230;0,0;56359,29888;-114621,2989
6/12/2016;541,82;19508968;0,2;64119,0816;-129527,0816
7/12/2016;541,73;19443560;0,0;52127,31456;-124633,3146
8/12/2016;541,63;19371054;0,0;47744,2944;-112846,2944
9/12/2016;541,54;19305952;0,0;55501,39872;-134874,3987
10/12/2016;541,43;19226579;0,0;47645,22816;-133989,2282
11/12/2016;541,31;19140235;0,0;46062,19872;-117819,1987
12/12/2016;541,21;19068478;0,2;43657,56576;-129530,5658
13/12/2016;541,09;18982605;0,0;35009,85888;-163341,8589
14/12/2016;540,91;18854273;0,0;40381,848;-132709,848
15/12/2016;540,78;18761945;0,0;32481,01728;-131577,0173
16/12/2016;540,64;18662849;0,2;27984,45024;-126734,4502
17/12/2016;540,5;18564099;0,0;38220,56928;-164677,5693
18/12/2016;540,32;18437642;0,0;28428,05376;-119405,0538
19/12/2016;540,19;18346665;0,6;25976,88576;-137541,8858
20/12/2016;540,03;18235100;3,4;38363,13792;-121742,1379
21/12/2016;539,91;18151721;2,0;31835,9376;-156433,9376
22/12/2016;539,73;18027123;0,2;32487,29856;-129006,2986
23/12/2016;539,59;17930604;0,0;36784,17792;-153528,1779
24/12/2016;539,42;17813860;0,0;21967,4592;-138209,4592
25/12/2016;539,25;17697618;0,0;26808,22656;-115361,2266
26/12/2016;539,12;17609065;0,0;26601,7392;-128416,7392
27/12/2016;538,97;17507250;0,0;14344,36128;-129264,3613
28/12/2016;538,8;17392330;0,0;29971,07136;-124238,0714
29/12/2016;538,66;17298063;0,0;23064,1344;-150460,1344
30/12/2016;538,47;17170667;0,0;18822,81024;-138942,8102
31/12/2016;538,29;17050547;0,0;12505,82976;-118813,8298
1/1/2017;538,13;16944239;0,0;25729,42752;-144805,4275
2/1/2017;537,95;16825163;6,6;36638,9568;-95968,9568
3/1/2017;537,86;16765833;17,8;269584,0704;-130931,0704
4/1/2017;538,07;16904486;0,0;156003,0624;-169241,0624
5/1/2017;538,05;16891248;0,0;83267,23968;-129544,2397
6/1/2017;537,98;16844971;3,2;65650,0464;-138203,0464
7/1/2017;537,87;16772418;0,0;45886,29696;-144491,297
8/1/2017;537,72;16673813;0,0;57002,64192;-142150,6419
9/1/2017;537,59;16588665;0,0;41775,16032;-126638,1603
10/1/2017;537,46;16503802;0,0;36610,69536;-127682,6954
11/1/2017;537,32;16412730;0,0;41679,6624;-132419,6624
12/1/2017;537,18;16321990;0,0;44961,77376;-116026,7738
13/1/2017;537,07;16250925;19,2;99563,9904;-99563,9904
14/1/2017;537,07;16250925;0,0;93449,2896;-132126,2896
15/1/2017;537,01;16212248;6,4;73165,94784;-111782,9478
16/1/2017;536,95;16173631;13,4;71002,43136;-103136,4314
17/1/2017;536,9;16141497;32,4;78072,56064;-103749,5606
18/1/2017;536,86;16115820;1,4;61163,53632;-99629,53632
19/1/2017;536,8;16077354;0,0;57037,48704;-101837,487
20/1/2017;536,73;16032554;0,0;44340,27264;-82676,27264
21/1/2017;536,67;15994218;0,0;55732,5792;-106751,5792
22/1/2017;536,59;15943199;0,0;42203,73888;-86758,73888
23/1/2017;536,52;15898644;1,6;65150,58528;-90573,58528
24/1/2017;536,48;15873221;0,0;55747,05984;-100174,0598
25/1/2017;536,41;15828794;0,0;69487,60608;-94837,60608
26/1/2017;536,37;15803444;0,0;84344,43168;-109667,4317
27/1/2017;536,33;15778121;0,0;65014,60896;-90311,60896
28/1/2017;536,29;15752824;0,0;80831,32128;-93469,32128
29/1/2017;536,27;15740186;0,0;77840,9568;-90472,9568
30/1/2017;536,25;15727554;0,8;102800,6208;-64885,6208
31/1/2017;536,31;15765469;2,0;415982,3904;153480,6096
1/2/2017;537,2;16334932;0,2;843760,6272;-187997,6272
2/2/2017;538,2;16990695;11,6;787446,8352;228270,1648
3/2/2017;539,7;18006412;10,6;1275243,264;-4591,264
4/2/2017;541,5;19277064;12,8;1528344,288;-365418,288
5/2/2017;543,08;20439990;28,0;1714779,072;338189,928
6/2/2017;545,73;22492959;28,0;2031511,968;-243746,968
7/2/2017;547,91;24280724;1,8;1359869,472;-474765,472
8/2/2017;548,95;25165828;0,0;600586,9632;-184950,9632
9/2/2017;549,43;25581464;5,2;406047,8592;-143972,8592
10/2/2017;549,73;25843539;0,6;302191,9488;-135291,9488
11/2/2017;549,92;26010439;0,4;266205,312;-116267,312
12/2/2017;550,09;26160377;0,0;238857,8976;-106082,8976
13/2/2017;550,24;26293152;0,2;213316,5024;-106774,5024
14/2/2017;550,36;26399694;0,0;205847,9136;-134660,9136
15/2/2017;550,44;26470881;0,0;165322,944;-111848,944
16/2/2017;550,5;26524355;0,0;149038,9632;-140119,9632
17/2/2017;550,51;26533274;0,6;118805,184;-65247,184
18/2/2017;550,57;26586832;3,0;187593,84;-151848,84
19/2/2017;550,61;26622577;0,0;129137,1552;-102307,1552
20/2/2017;550,64;26649407;0,0;117597,3984;-117597,3984
21/2/2017;550,64;26649407;0,0;109207,872;-109207,872
22/2/2017;550,64;26649407;0,0;107510,112;-107510,112
23/2/2017;550,64;26649407;0,0;97096,8384;-97096,8384
24/2/2017;550,64;26649407;49,4;675447,7248;578264,2752
25/2/2017;552,02;27903119;13,6;1496234,592;-638983,592
26/2/2017;552,94;28760370;0,0;573486,48;-214346,48
27/2/2017;553,32;29119510;0,0;342966,3552;-152750,3552
28/2/2017;553,52;29309726;9,6;286124,832;-95081,832
1/3/2017;553,72;29500769;5,8;356300,64;-164430,64
2/3/2017;553,92;29692639;0,0;330069,7728;-166326,7728
3/3/2017;554,09;29856382;0,2;254714,3712;-158115,3712
4/3/2017;554,19;29952981;21,6;437192,208;19619,792
5/3/2017;554,66;30409793;11,2;646868,9376;171147,0624
6/3/2017;555,49;31227809;28,0;1492509,024;-222839,024
7/3/2017;556,75;32497479;1,2;1281260,16;-592296,16
8/3/2017;557,42;33186443;0,0;436248,6336;-539692,6336
9/3/2017;557,32;33082999;0,0;274962,6432;-295625,6432
10/3/2017;557,3;33062336;0,0;280985,9328;-301639,9328
11/3/2017;557,28;33041682;0,0;250092,8352;-322314,8352
12/3/2017;557,21;32969460;0,0;201158,5536;-190847,5536
13/3/2017;557,22;32979771;0,0;180370,368;-200990,368
14/3/2017;557,2;32959151;0,0;156628,512;-187541,512
15/3/2017;557,17;32928238;0,0;141923,232;-183111,232
16/3/2017;557,13;32887050;0,0;136105,1424;-197823,1424
17/3/2017;557,07;32825332;0,0;117574,9344;-199743,9344
18/3/2017;556,99;32743163;0,0;102230,8128;-184262,8128
19/3/2017;556,91;32661131;0,0;118806,6528;-190471,6528
20/3/2017;556,84;32589466;0,0;105874,4736;-187649,4736
